question_id,survey_id,source_question_order,family,normalized_text,answer_type,base_n,unique_values,recovery_status,reuse_status,adapt_for,caveat
q_8d109a24121f,tally_mYWglz,4,WTP,3. Сколько вы готовы потратить на покупку хлеба?,matrix,232,140,reconstructed,source_check,,matrix/UUID needs form schema
q_e8fc546112b3,tally_mYWglz,5,WTP,4. Готовы ли вы тратить время на дорогу до пекарни с лучшим ассортиментом хлебобулочных изделий?,single,232,4,verified,ready,,
q_793fcfd197cc,tally_mYWglz,6,frequency,5. Как часто вы едите представленные виды хлеба?,matrix,232,225,reconstructed,source_check,,matrix/UUID needs form schema
q_efc0577534df,tally_mYWglz,7,scenario,6. Когда вы обычно употребляете купленный хлеб следующих видов?,matrix,232,220,reconstructed,source_check,,matrix/UUID needs form schema
q_576be61af576,tally_mYWglz,8,other,7. Что вы могли бы купить вместо хлеба?,multi,232,17,verified,adapt,,
q_0697df6b7ed0,tally_mYWglz,9,other,9N7rOp,single,11,8,unreliable,source_check,,matrix/UUID needs form schema
q_1865b2dd26d9,tally_mYWglz,10,factor,"8. Оцените от 1 до 5 важность факторов выбора хлеба, где 1 - это незначимый фактор, а 5 - самый значимый",matrix,232,221,reconstructed,source_check,,matrix/UUID needs form schema
q_07ce383a5744,tally_mYWglz,11,channel,9. Из каких источников информации вы узнаете про пекарни?,multi,232,147,verified,ready,,
q_44f7fc21a720,tally_mYWglz,12,other,0V8KyN,single,5,4,unreliable,source_check,,matrix/UUID needs form schema
q_3f0a2fc5ee88,tally_mYWglz,13,awareness,10. Какие пекарни кроме Печорин вы знаете?,open,232,186,verified,ready,,
q_fc5779a86bef,tally_mYWglz,14,behavior,11. Какие пекарни вы посещаете?,open,232,146,verified,ready,,
q_f5b079fdf0c6,tally_mYWglz,15,other,12. Какие пекарни вы считаете лучшими?,open,232,124,verified,adapt,,
q_8b68a646ce15,tally_mYWglz,16,other,"13. В каких пекарнях, по вашему мнению, самые доступные цены?",open,232,119,verified,adapt,,
q_d82551028405,tally_mYWglz,17,channel,"14. Где, по вашему мнению, продается самая свежая выпечка?",open,232,104,verified,ready,,
q_9713cbfb1c4e,tally_mYWglz,18,channel,"15. Где, по вашему мнению, самый широкий выбор свежей выпечки?",open,232,102,verified,ready,,
q_f5d80a067695,tally_mYWglz,19,other,"16. В какой пекарне, по вашему мнению, чаще остальных обновляется ассортимент?",open,232,84,verified,adapt,,
q_8f19b2858e76,tally_mYWglz,20,other,"17. В какой пекарне, по вашему мнению, самое качественное обслуживание?",open,232,77,verified,adapt,,
q_b3dd3486fc25,tally_mYWglz,21,other,19. В какой пекарне для вас самая комфортная атмосфера?,open,232,88,verified,adapt,,
q_a9146e93882f,tally_mYWglz,22,frequency,20. Как часто вы покупаете кофе в указанных сценариях?,matrix,232,151,reconstructed,source_check,,matrix/UUID needs form schema
q_8ec863b76a88,tally_mYWglz,23,scenario,21. Какой кофе вы выберете при указанных сценариях?,matrix,232,211,reconstructed,source_check,,matrix/UUID needs form schema
q_dce16b1df576,tally_mYWglz,24,scenario,22. В каких сценариях вы покупаете следующую продукцию?,matrix,232,228,reconstructed,source_check,,matrix/UUID needs form schema
q_2fc1877ae03b,tally_mYWglz,25,other,23. Каких категорий продуктов вам не хватает в Печорин?,open,232,122,verified,adapt,,
q_415510468596,tally_mYWglz,26,factor,24. Важна ли для вас упаковка приобретенной в пекарне продукции?,single,232,4,verified,ready,,
q_6aad9ec485f8,tally_mYWglz,27,demographics,25. Какую выгоду от покупок в рамках программы лояльности вы хотели бы получать?,multi,232,118,verified,adapt,,
q_379aa2a79935,tally_mYWglz,28,other,4a7MDk,single,2,2,unreliable,source_check,,matrix/UUID needs form schema
q_25ca5921ea64,tally_mYWglz,29,frequency,26. Как часто вы посещаете кофейни в следующих сценариях?,matrix,232,101,reconstructed,source_check,,matrix/UUID needs form schema
q_845070fee76d,tally_mYWglz,30,other,27. Какая атмосфера в кофейне для вас комфортна по будням и выходным?,matrix,232,50,reconstructed,source_check,,matrix/UUID needs form schema
q_54d4f8477e50,tally_mYWglz,31,other,28. Какие у вас ожидания от посещения кофейни по будням и выходным?,matrix,232,179,reconstructed,source_check,,matrix/UUID needs form schema
q_c4fc1d320f68,tally_mYWglz,32,awareness,29. Какие кофейни вы знаете?,multi,232,174,verified,ready,,
q_6a09fb10b03d,tally_mYWglz,33,other,VpPKBv,single,17,15,unreliable,source_check,,matrix/UUID needs form schema
q_9d42ee42fce3,tally_mYWglz,34,awareness,30. Какие city-кафе вы знаете?,multi,232,153,verified,ready,,
q_afaf9ed9ac38,tally_mYWglz,35,other,Eql2rN,single,3,3,unreliable,source_check,,matrix/UUID needs form schema
q_b15ceb8868f1,tally_mYWglz,36,other,31. Какой формат точек Печорин вам нравится больше всего и почему?,single,232,4,verified,adapt,,
q_d3073305268c,tally_mYWglz,37,other,32. Чего вам не хватает в пекарне Печорин?,open,232,124,verified,adapt,,
q_14d0602076f7,tally_mYWglz,38,factor,33. Какие факторы в пекарне Печорин вам нравятся?,open,232,170,verified,ready,,
q_de872e0b7515,tally_mYWglz,39,factor,"34. Оцените по 10-бальной шкале, с какой вероятностью Вы бы порекомендовали пекарню Печорин своим знакомым?",numeric,232,10,verified,ready,,
q_f950b2e2a477,tally_mYWglz,40,demographics,35. Укажите ваш возраст:,single,232,6,verified,adapt,,
q_2e25035cf549,tally_mYWglz,41,demographics,36. Укажите ваш пол:,single,232,2,verified,adapt,,
q_c8a4fee0047b,tally_mYWglz,42,other,37. Чем Вы занимаетесь?,single,232,6,verified,adapt,,
q_6beed1f16581,tally_mYWglz,43,demographics,"38. Укажите, пожалуйста, уровень дохода вашей семьи",single,184,4,verified,adapt,,
q_f883916ceeb4,tally_wdAOjN,1,other,Номер анкеты,numeric,199,188,verified,adapt,,
q_ad1e6530d033,tally_wdAOjN,2,demographics,Из какого вы города?(Если другое - бонус не предлагать!!!),single,75,4,verified,adapt,,
q_27578ea5c16b,tally_wdAOjN,3,other,Номера телефонов клиентов и сегмент RFM,numeric,252,217,verified,adapt,,
q_445bc0bfa469,tally_wdAOjN,4,screening,Покупали ли вы спортивное питание/Бады/витамины/добавки в последние 6 месяцев?,single,253,2,verified,adapt,,
q_9ec700359e6a,tally_wdAOjN,5,barrier,Почему вы не покупаете?,multi,34,11,verified,ready,,
q_95e0c5051084,tally_wdAOjN,6,barrier,По каким причинам вы покупаете ?,multi,253,163,verified,ready,,
q_efb1c7453933,tally_wdAOjN,7,factor,"Оцените от 1 до 5 важность факторов выбора магазинов спортивного питания, где 1 – это незначимый фактор, а 5 – самый значимый фактор",matrix,253,244,reconstructed,source_check,,matrix/UUID needs form schema
q_6393287ad1ed,tally_wdAOjN,8,channel,Через какие каналы вы впервые узнали о БАДах?,multi,253,55,verified,ready,,
q_9a486ccf5ad2,tally_wdAOjN,9,other,q5r12G,open,31,23,unreliable,source_check,,matrix/UUID needs form schema
q_8d6c7f10a7cf,tally_wdAOjN,10,channel,Через какие каналы вы ищете конкретные БАДы для покупки?,multi,253,25,verified,ready,,
q_06f585f6d017,tally_wdAOjN,11,other,9NkjzQ,single,14,12,unreliable,source_check,,matrix/UUID needs form schema
q_6ee7962a8a85,tally_wdAOjN,12,channel,Почему вы покупаете именно на маркетплейсах?,open,28,21,verified,ready,,
q_a55138636716,tally_wdAOjN,13,channel,Какие спортивные магазины спортпита и БАДов вы знаете?,open,253,103,verified,ready,,
q_93b6f0f7e80f,tally_wdAOjN,14,channel,Какие спортивные магазины спортпита и БАДов вы покупаете?,open,253,72,verified,ready,,
q_bf8c356e9bc9,tally_wdAOjN,15,channel,Какие спортивные магазины спортпита и БАДов вы считаете лучшими?,open,253,64,verified,ready,,
q_99b9858f65c8,tally_wdAOjN,16,channel,"Какие магазины спортивного питания, на ваш взгляд, продают по самым доступным ценам?",open,253,73,verified,ready,,
q_1c8e357b6542,tally_wdAOjN,17,channel,"Какие магазины спортивного питания, на ваш взгляд, обладают самым широким ассортиментом?",open,253,65,verified,ready,,
q_aece9825e385,tally_wdAOjN,18,channel,"Какие магазины спортивного питания, на ваш взгляд, всегда имеют товары, которых нет в других магазинах?",open,253,63,verified,ready,,
