pattern_id,survey_id,input_signal,slide_type,example_title,reuse_condition
sp_cf0e86976600,tally_mRPA74,frequency,behavior baseline,behavior baseline: 3.1. 	Как часто вы посещаете государственные клиники?,Use for B2C Choice / healthcare when frequency is decision-relevant.
sp_87b460e624c3,tally_mRPA74,frequency,behavior baseline,"behavior baseline: 3.2	Если в прошлом вопросе ответ 5-6, вопрос: с чем связана такая частота посеще",Use for B2C Choice / healthcare when frequency is decision-relevant.
sp_5d68a3a9efe8,tally_mRPA74,behavior,behavior baseline,behavior baseline: 3.3	Почему вы посещаете государственные клиники?,Use for B2C Choice / healthcare when behavior is decision-relevant.
sp_8f565ea4d276,tally_mRPA74,behavior,behavior baseline,behavior baseline: 3.4	Каких врачей в клиниках вы посещаете?,Use for B2C Choice / healthcare when behavior is decision-relevant.
sp_a6236a42925a,tally_mRPA74,behavior,behavior baseline,behavior baseline: 4.1 Проходите ли вы ПМО (Профилактический медицинский осмотр)?,Use for B2C Choice / healthcare when behavior is decision-relevant.
sp_4791a327a8e1,tally_mRPA74,factor,factor hierarchy,"factor hierarchy: 4.2 Оцените от 1 до 5 важность для вас факторов этого решения (прохождение ПМО),",Use for B2C Choice / healthcare when factor is decision-relevant.
sp_d8fecc5d06d4,tally_mRPA74,factor,factor hierarchy,factor hierarchy: 4.3 Оцените от 1 до 5 важность для вас факторов этого решения (отказ от прохожде,Use for B2C Choice / healthcare when factor is decision-relevant.
sp_c5389979694b,tally_mRPA74,factor,factor hierarchy,"factor hierarchy: 5. Оцените от 1 до 5 важность факторов выбора клиники, где 1 – это незначимый фа",Use for B2C Choice / healthcare when factor is decision-relevant.
sp_cb6e0d60410a,tally_mRPA74,behavior,behavior baseline,behavior baseline: 6.1 Почему вы готовы посещать только частные клиники?,Use for B2C Choice / healthcare when behavior is decision-relevant.
sp_4c2f1c930184,tally_mRPA74,scenario,JTBD map,"JTBD map: 6.2	Какие переживания или страхи возникают у вас, когда вы обращаетесь в частную",Use for B2C Choice / healthcare when scenario is decision-relevant.
sp_d086c1510831,tally_mRPA74,behavior,behavior baseline,behavior baseline: 7.1 В каком формате вы обычно посещаете частные клиники?,Use for B2C Choice / healthcare when behavior is decision-relevant.
sp_b16c6d9771db,tally_mRPA74,behavior,behavior baseline,"behavior baseline: 9. Посещаете ли вы еще какие-то медицинские центры, кроме ""Альтамед+""?",Use for B2C Choice / healthcare when behavior is decision-relevant.
sp_31add3528824,tally_mRPA74,scenario,JTBD map,"JTBD map: 10.1 Существуют ли такие ситуации, в которых вы бы обратились в другую клинику?",Use for B2C Choice / healthcare when scenario is decision-relevant.
sp_ebeec13ec4aa,tally_mRPA74,scenario,JTBD map,JTBD map: Опишите такую ситуацию:,Use for B2C Choice / healthcare when scenario is decision-relevant.
sp_a9e8c445bd4a,tally_mRPA74,WTP,price ladder,price ladder: 23. В какой клинике в Одинцово наиболее доброжелательные администраторы?,Use for B2C Choice / healthcare when WTP is decision-relevant.
sp_925f2d4c9db2,tally_mRPA74,behavior,behavior baseline,behavior baseline: 25. В каких клиниках вы проходите ПМО (Профилактический медицинский осмотр)?,Use for B2C Choice / healthcare when behavior is decision-relevant.
sp_bc24f3822192,tally_mRPA74,WTP,price ladder,price ladder: 26. Сколько в целом Вы готовы потратить на:,Use for B2C Choice / healthcare when WTP is decision-relevant.
sp_29c3f2575e20,tally_mRPA74,factor,factor hierarchy,factor hierarchy: 27. Оцените качество работы администраторов в клинике по шкале от 1(плохо) до 5 ,Use for B2C Choice / healthcare when factor is decision-relevant.
sp_1a05d25bc07e,tally_mRPA74,factor,factor hierarchy,"factor hierarchy: 28. Оцените по 10-бальной шкале, с какой вероятностью вы бы порекомендовали кл",Use for B2C Choice / healthcare when factor is decision-relevant.
sp_343466268430,tally_wvPDzA,channel,channel/trust map,channel/trust map: Укажите эти каналы,Use for Internal Employee / HR/EVP when channel is decision-relevant.
sp_1475f04bbe56,tally_wvPDzA,WTP,price ladder,price ladder: Реализация высокобюджетных проектов,Use for Internal Employee / HR/EVP when WTP is decision-relevant.
sp_07aa4446a81b,tally_wvPDzA,channel,channel/trust map,channel/trust map: Наличие внутренних каналов коммуникации,Use for Internal Employee / HR/EVP when channel is decision-relevant.
sp_c64d607067c8,tally_wvPDzA,WTP,price ladder,price ladder: 2. существует ясная стратегия развития,Use for Internal Employee / HR/EVP when WTP is decision-relevant.
sp_106820679766,tally_wvPDzA,scenario,JTBD map,JTBD map: 2. есть понимание конкурентной ситуации,Use for Internal Employee / HR/EVP when scenario is decision-relevant.
sp_39819d3d1b4f,tally_wvPDzA,trust,QFD,"QFD: 2. консультативный стиль управления (даются не указания, а рекомендации)",Use for Internal Employee / HR/EVP when trust is decision-relevant.
sp_3c709a7658d0,tally_wvPDzA,switching,barrier map,"barrier map: 3. налажен обмен знаниями (о методах продаж, о конкурентах, о новинках продукции",Use for Internal Employee / HR/EVP when switching is decision-relevant.
sp_f7cd112c3822,tally_wvPDzA,switching,barrier map,barrier map: 4. внедряются идеи из внешней среды (перенимаем лучшие практики конкурентов),Use for Internal Employee / HR/EVP when switching is decision-relevant.
sp_ec594de99320,tally_wvPDzA,trust,QFD,QFD: 1. практикуется открытость и доверие,Use for Internal Employee / HR/EVP when trust is decision-relevant.
sp_fb8646227034,tally_wvPDzA,switching,barrier map,barrier map: 2. есть внутренняя соревновательность (внутренняя конкуренция),Use for Internal Employee / HR/EVP when switching is decision-relevant.
sp_b4acec3669f7,tally_wvPDzA,scenario,JTBD map,"JTBD map: В компании решения принимаются всегда по всем известным, общепринятым правилам И",Use for Internal Employee / HR/EVP when scenario is decision-relevant.
sp_68576ee08ae3,tally_wvPDzA,trust,QFD,"QFD: Репутация (Лидерство, стабильность, финансовая безопасность",Use for Internal Employee / HR/EVP when trust is decision-relevant.
sp_b7c446f35af8,tally_wM5zyg,WTP,price ladder,"price ladder: 7. Укажите стоимость последней покупки авто  Если не покупали, то на какой ценов",Use for B2C Choice / auto/mobility when WTP is decision-relevant.
sp_0d5b87efcd32,tally_wM5zyg,awareness,brand funnel,brand funnel: 8. Какие автосервисы Вы знаете?,Use for B2C Choice / auto/mobility when awareness is decision-relevant.
sp_c712d2983482,tally_wM5zyg,WTP,price ladder,"price ladder: 12. Какой автосервис, на Ваш взгляд, с самыми доступными ценами?",Use for B2C Choice / auto/mobility when WTP is decision-relevant.
sp_139df5c101e3,tally_wM5zyg,factor,factor hierarchy,"factor hierarchy: 18. Оцените от 1 до 5 важность факторов при выборе автосервиса, где 1 - незначим",Use for B2C Choice / auto/mobility when factor is decision-relevant.
sp_bd59a5d855ff,tally_wM5zyg,factor,factor hierarchy,"factor hierarchy: 19. Оцените важность следующих пунктов в автосервисе, в котором Вы решили диагно",Use for B2C Choice / auto/mobility when factor is decision-relevant.
sp_bf781c0598d9,tally_wM5zyg,factor,factor hierarchy,"factor hierarchy: 20. Оцените важность факторов в мобильном приложении автосервиса, в котором Вы р",Use for B2C Choice / auto/mobility when factor is decision-relevant.
